Year,Geo_Level,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Value
2017,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,735
2017,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,033,28
2017,COUNTY,SOUTH DAKOTA,46,SOUTHWEST,70,FALL RIVER,047, (D)
2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,055,181
2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,081,"2,029"
2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,093, (D)
2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,26
2017,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,60
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,003,332
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CANNON,015,121
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,027,19
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,037,479
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,DE KALB,041,194
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,GILES,055,367
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,JACKSON,087,380
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,228
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,226
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,143
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,193
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MOORE,127,86
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,471
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,169
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,833
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,TROUSDALE,169,39
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,155
2017,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,351
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,007,420
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,031,318
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,035,177
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,049,84
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,051,131
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,061,62
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,100
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,108
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,168
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,17
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,PUTNAM,141,122
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,SCOTT,151,98
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,SEQUATCHIE,153,20
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,VAN BUREN,175,48
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,WARREN,177,145
2017,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,WHITE,185,172
2017,COUNTY,TENNESSEE,47,DELTA,10,DYER,045,50
2017,COUNTY,TENNESSEE,47,DELTA,10,LAKE,095, (D)
2017,COUNTY,TENNESSEE,47,DELTA,10,OBION,131,110
2017,COUNTY,TENNESSEE,47,DELTA,10,SHELBY,157,142
2017,COUNTY,TENNESSEE,47,DELTA,10,TIPTON,167,254
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,001,466
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,009,350
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,011,93
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,013,48
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CARTER,019,101
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,025,220
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,COCKE,029, (D)
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,057,257
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,GREENE,059,264
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,063,99
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,065,110
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,067,51
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,073,196
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,089,153
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,JOHNSON,091,277
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,KNOX,093,500
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,267
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,406
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,56
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,332
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,POLK,139,184
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,191
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,179
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,SEVIER,155,239
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,SULLIVAN,163,164
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,UNICOI,171,32
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,UNION,173,60
2017,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,WASHINGTON,179,475
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,BENTON,005,189
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CARROLL,017,194
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CHESTER,023,68
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,033,24
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,DECATUR,039,45
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,047,571
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,GIBSON,053,93
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,069,47
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HARDIN,071,296
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HAYWOOD,075,14
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,077,36
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENRY,079,102
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,70
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,361
2017,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,261
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,CHEATHAM,021,117
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,DICKSON,043,226
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,HICKMAN,081,260
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,HOUSTON,083,40
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,HUMPHREYS,085,120
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,LAWRENCE,099,425
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,LEWIS,101,73
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,154
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,PERRY,135,48
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,191
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,STEWART,161,26
2017,COUNTY,TENNESSEE,47,WESTERN RIM,30,WAYNE,181,24
2017,COUNTY,TEXAS,48,BLACKLANDS,40,BELL,027,433
2017,COUNTY,TEXAS,48,BLACKLANDS,40,BOSQUE,035,104
2017,COUNTY,TEXAS,48,BLACKLANDS,40,COLLIN,085,"1,758"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,COOKE,097,413
2017,COUNTY,TEXAS,48,BLACKLANDS,40,CORYELL,099,215
2017,COUNTY,TEXAS,48,BLACKLANDS,40,DALLAS,113,197
2017,COUNTY,TEXAS,48,BLACKLANDS,40,DELTA,119,257
2017,COUNTY,TEXAS,48,BLACKLANDS,40,DENTON,121,"5,307"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,ELLIS,139,"2,458"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,FALLS,145,63
2017,COUNTY,TEXAS,48,BLACKLANDS,40,FANNIN,147,"3,923"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,GRAYSON,181,816
2017,COUNTY,TEXAS,48,BLACKLANDS,40,HAMILTON,193,40
2017,COUNTY,TEXAS,48,BLACKLANDS,40,HILL,217,132
2017,COUNTY,TEXAS,48,BLACKLANDS,40,HUNT,231,"6,700"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,JOHNSON,251,351
2017,COUNTY,TEXAS,48,BLACKLANDS,40,KAUFMAN,257,479
2017,COUNTY,TEXAS,48,BLACKLANDS,40,LAMAR,277,"1,063"
2017,COUNTY,TEXAS,48,BLACKLANDS,40,LIMESTONE,293,415
2017,COUNTY,TEXAS,48,BLACKLANDS,40,MCLENNAN,309,378
2017,COUNTY,TEXAS,48,BLACKLANDS,40,MILAM,331,442
2017,COUNTY,TEXAS,48,BLACKLANDS,40,NAVARRO,349,166
2017,COUNTY,TEXAS,48,BLACKLANDS,40,ROCKWALL,397,199
2017,COUNTY,TEXAS,48,BLACKLANDS,40,TARRANT,439,122
2017,COUNTY,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,728
2017,COUNTY,TEXAS,48,COASTAL BEND,82,ARANSAS,007, (D)
2017,COUNTY,TEXAS,48,COASTAL BEND,82,NUECES,355,30
2017,COUNTY,TEXAS,48,COASTAL BEND,82,REFUGIO,391,6
2017,COUNTY,TEXAS,48,COASTAL BEND,82,SAN PATRICIO,409,42
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,ARCHER,009,24
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,BROWN,049,118
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,CALLAHAN,059,67
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,CLAY,077,462
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,COMANCHE,093,68
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,75
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,ERATH,143,346
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,HOOD,221,166
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,JACK,237,34
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,MILLS,333,45
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,96
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,PALO PINTO,363,48
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,PARKER,367,391
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,17
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,SOMERVELL,425,102
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,STEPHENS,429,42
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,333
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,WISE,497,"1,495"
2017,COUNTY,TEXAS,48,CROSS TIMBERS,30,YOUNG,503,28
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,ANDERSON,001,"63,023"
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,037,202
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,CAMP,063,81
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,CASS,067,304
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,CHEROKEE,073,487
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,FRANKLIN,159,42
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,GREGG,183,229
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HARRISON,203,529
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HENDERSON,213,186
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOPKINS,223,184
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOUSTON,225,127
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,MARION,315,42
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,MORRIS,343,213
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,NACOGDOCHES,347,71
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,PANOLA,365,160
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RAINS,379,97
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RED RIVER,387,132
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RUSK,401,85
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SHELBY,419,84
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SMITH,423,723
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,TITUS,449,55
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,UPSHUR,459,150
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,VAN ZANDT,467,361
2017,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,WOOD,499,212
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,ANGELINA,005,243
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,BRAZOS,041,835
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,FREESTONE,161,88
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,GRIMES,185,197
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,HARDIN,199, (D)
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,JASPER,241,99
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,LEON,289,832
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,MADISON,313,73
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,MONTGOMERY,339,474
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,NEWTON,351,48
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,POLK,373, (D)
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,217
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SABINE,403, (D)
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN AUGUSTINE,405,19
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN JACINTO,407,190
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,TRINITY,455,268
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,TYLER,457, (D)
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALKER,471,227
2017,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALLER,473,692
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BANDERA,019,152
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BLANCO,031,171
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BURNET,053,190
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,COKE,081,34
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,095, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,CROCKETT,105,19
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,EDWARDS,137, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,89
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,IRION,235,3
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KENDALL,259,201
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KERR,265,89
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KIMBLE,267,44
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KINNEY,271,7
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,LAMPASAS,281,93
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,LLANO,299,40
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MASON,319,10
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MENARD,327, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,REAL,385,5
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,875
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,111
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463, (D)
2017,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,VAL VERDE,465,27
2017,COUNTY,TEXAS,48,LOWER VALLEY,97,CAMERON,061,31
2017,COUNTY,TEXAS,48,LOWER VALLEY,97,HIDALGO,215,"1,348"
2017,COUNTY,TEXAS,48,LOWER VALLEY,97,WILLACY,489,6
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,011,6
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,045, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,065,20
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,069, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,FLOYD,153, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,GRAY,179,12
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HALE,189,7
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,16
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369, (D)
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375,9
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,142
2017,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,CHILDRESS,075, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,COLLINGSWORTH,087, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,COTTLE,101, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DICKENS,125, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DONLEY,129, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,FOARD,155, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,HALL,191, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,HARDEMAN,197, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,KENT,263, (D)
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WHEELER,483,26
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WICHITA,485,55
2017,COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WILBARGER,487,60
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,AUSTIN,015,717
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BASTROP,021,536
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEE,025, (D)
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEXAR,029,412
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BURLESON,051,558
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,CALDWELL,055,276
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,COLORADO,089,293
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,COMAL,091,193
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,DE WITT,123,58
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,FAYETTE,149,406
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GOLIAD,175,233
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,44
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,222
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,HAYS,209,120
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,KARNES,255,86
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,LAVACA,285,"2,130"
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,LEE,287,139
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,MEDINA,325, (D)
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,TRAVIS,453,699
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,WASHINGTON,477,242
2017,COUNTY,TEXAS,48,SOUTH CENTRAL,81,WILSON,493,317
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,ATASCOSA,013,375
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,BROOKS,047, (D)
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,DIMMIT,127,60
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,DUVAL,131,50
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,FRIO,163,"10,484"
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,JIM HOGG,247, (D)
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,JIM WELLS,249,73
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,LA SALLE,283,111
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,LIVE OAK,297,120
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,MAVERICK,323, (D)
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,WEBB,479,158
2017,COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAVALA,507,60
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,ANDREWS,003, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,BAILEY,017, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,COCHRAN,079, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,CROSBY,107, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GAINES,165,24
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,8
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOWARD,227, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,23
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LYNN,305,43
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,MARTIN,317, (D)
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,MIDLAND,329,21
2017,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,YOAKUM,501, (D)
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,BAYLOR,023,18
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,COLEMAN,083,33
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,FISHER,151, (D)
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,HASKELL,207, (D)
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,JONES,253,90
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,KNOX,275, (D)
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,MITCHELL,335,10
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,NOLAN,353,11
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,RUNNELS,399,50
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,SCURRY,415,4
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,STONEWALL,433,12
2017,COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,TAYLOR,441,30
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,BREWSTER,043,21
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,ECTOR,135,20
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,EL PASO,141, (D)
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,JEFF DAVIS,243, (D)
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,PRESIDIO,377,10
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,WARD,475, (D)
2017,COUNTY,TEXAS,48,TRANS-PECOS,60,WINKLER,495, (D)
2017,COUNTY,TEXAS,48,UPPER COAST,90,BRAZORIA,039,"16,312"
2017,COUNTY,TEXAS,48,UPPER COAST,90,CHAMBERS,071, (D)
2017,COUNTY,TEXAS,48,UPPER COAST,90,FORT BEND,157,208
2017,COUNTY,TEXAS,48,UPPER COAST,90,GALVESTON,167,336
2017,COUNTY,TEXAS,48,UPPER COAST,90,HARRIS,201,575
2017,COUNTY,TEXAS,48,UPPER COAST,90,JACKSON,239,8
2017,COUNTY,TEXAS,48,UPPER COAST,90,JEFFERSON,245,"8,600"
2017,COUNTY,TEXAS,48,UPPER COAST,90,LIBERTY,291, (D)
2017,COUNTY,TEXAS,48,UPPER COAST,90,MATAGORDA,321,59
2017,COUNTY,TEXAS,48,UPPER COAST,90,ORANGE,361,238
2017,COUNTY,TEXAS,48,UPPER COAST,90,VICTORIA,469, (D)
2017,COUNTY,TEXAS,48,UPPER COAST,90,WHARTON,481,449
2017,COUNTY,UTAH,49,CENTRAL,50,JUAB,023,20
2017,COUNTY,UTAH,49,CENTRAL,50,MILLARD,027,"5,945"
2017,COUNTY,UTAH,49,CENTRAL,50,SANPETE,039,217
2017,COUNTY,UTAH,49,CENTRAL,50,SEVIER,041,39
2017,COUNTY,UTAH,49,CENTRAL,50,UTAH,049,"2,095"
2017,COUNTY,UTAH,49,EASTERN,60,CARBON,007,98
